,name,lat,long,address,zipcode
77,Methodist Hospital of Southern California,34.1344707,-118.04183,"300 Huntington Dr, Arcadia, CA 91007, USA",91007
78,Mission Community Hospital - Panorama Campus,34.220252,-118.4564983,"14850 Roscoe Blvd, Panorama City, CA 91402, USA",91402
79,Monrovia Memorial Hospital,34.1487608,-117.9925876,"323 S Heliotrope Ave, Monrovia, CA 91016, USA",91016
80,Monterey Park Hospital,34.0498383,-118.1381788,"900 S Atlantic Blvd, Monterey Park, CA 91754, USA",91754
81,Motion Picture & Television Hospital,34.1570568,-118.6357377,"23388 Mulholland Dr, Woodland Hills, CA 91364, USA",91364
82,Northridge Hospital Medical Center,34.2205406,-118.5338644,"18300 Roscoe Blvd, Northridge, CA 91325, USA",91325
83,Norwalk Community Hospital,33.9106892,-118.0639766,"13222 Bloomfield Ave, Norwalk, CA 90650, USA",90650
84,Ocean View Psychiatric Health Facility,33.8048893,-118.1507535,"2600 Redondo Ave 5th floor, Long Beach, CA 90806, USA",90806
85,Olympia Medical Center,34.0570059,-118.3603019,"5900 W Olympic Blvd, Los Angeles, CA 90036, USA",90036
86,Pacifica Hospital of the Valley,34.2396983,-118.3964989,"9449 San Fernando Rd, Sun Valley, CA 91352, USA",91352
87,Palmdale Regional Medical Center,34.582899,-118.1443812,"38600 Medical Center Dr, Palmdale, CA 93551, USA",93551
88,PIH Health Hospital,33.9694666,-118.0494059,"12401 Washington Blvd, Whittier, CA 90602, USA",90602
89,PIH Hospital - Downey,33.9351902,-118.1306287,"11500 Brookshire Ave, Downey, CA 90241, USA",90241
90,Pomona Valley Hospital Medical Center,34.0775989,-117.750911,"1798 N Garey Ave, Pomona, CA 91767, USA",91767
91,Providence Cedars-Sinai Tarzana Medical Center,34.1710084,-118.5320475,"18321 Clark St, Tarzana, CA 91356, USA",91356
92,Providence Holy Cross Medical Center,34.2798239,-118.4599311,"15031 Rinaldi St, Mission Hills, CA 91345, USA",91345
93,Providence Little Company of Mary Medical Center - San Pedro,33.7384987,-118.3049839,"1300 W 7th St, San Pedro, CA 90732, USA",90732
94,Providence Little Company of Mary Medical Center - Torrance,33.8386696,-118.3573462,"4101 Torrance Blvd, Torrance, CA 90503, USA",90503
95,Providence Little Company of Mary Subacute Care Center,33.7393444,-118.306057,"1322 W 6th St, San Pedro, CA 90732, USA",90732
96,Providence Little Company of Mary Transitional Care Center,33.839402,-118.359586,"4320 Maricopa St, Torrance, CA 90505, USA",90505
97,Providence Saint John's Health Center,34.0307921,-118.4796472,"2121 Santa Monica Blvd 1st Floor, Santa Monica, CA 90404, USA",90404
98,Providence Saint Joseph Medical Center,34.1560974,-118.3287263,"501 S Buena Vista St, Burbank, CA 91505, USA",91505
99,Resnick Neuropsychiatric Hospital at UCLA,34.0661681,-118.4464463,"150, University of California, Los Angeles, Medical Plaza Driveway, Los Angeles, CA 90095, USA",90095
100,Ronald Reagan UCLA Medical Center ,34.0652918,-118.4466512,"757 Westwood Plaza, Los Angeles, CA 90095, USA",90095
101,San Dimas Community Hospital,34.0977337,-117.834205,"1350 W Covina Blvd, San Dimas, CA 91773, USA",91773
102,San Gabriel Valley Medical Center,34.1009828,-118.1058514,"438 W Las Tunas Dr, San Gabriel, CA 91776, USA",91776
103,Santa Monica - UCLA Medical Center & Orthopaedic Hospital,34.0272706,-118.4865147,"1225 15th St, Santa Monica, CA 90404, USA",90404
104,Sherman Oaks Hospital,34.1599826,-118.4493626,"4929 Van Nuys Blvd, Sherman Oaks, CA 91403, USA",91403
105,Southern California Hospital at Culver City,34.0230662,-118.3976364,"3828 Delmas Terrace, Culver City, CA 90232, USA",90232
106,Southern California Hospital at Hollywood,34.0964254,-118.3252367,"6245 De Longpre Ave, Los Angeles, CA 90028, USA",90028
107,Southern California Hospital at Van Nuys D/P APH,34.1770064,-118.4475195,"14433 Emelita St, Van Nuys, CA 91401, USA",91401
108,St. Francis Medical Center,37.3031365,-89.57147379999999,"211 St Francis Dr, Cape Girardeau, MO 63703, USA",63703
109,St. Mary Medical Center - Long Beach,33.7804186,-118.1861877,"1050 Linden Ave, Long Beach, CA 90813, USA",90813
110,St. Vincent Medical Center (CLOSED/RE-OPENED 2020) ,34.0642926,-118.2741675,"2131 W 3rd St, Los Angeles, CA 90057, USA",90057
111,Star View Adolescent - Pychiatric Health Facility,33.824296,-118.3559799,"4025 W 226th St, Torrance, CA 90505, USA",90505
112,Tarzana Treatment Center,34.1794774,-118.5397841,"18646 W Oxnard St, Tarzana, CA 91356, USA",91356
113,Tom Redgate Memorial Recovery Center,33.7893552,-118.1965306,"1775 Chestnut Ave, Long Beach, CA 90813, USA",90813
114,Torrance Memorial Medical Center,33.8105339,-118.343626,"3330 Lomita Blvd, Torrance, CA 90505, USA",90505
115,"USC Kenneth Norris, Jr. Cancer Hospital",34.0613426,-118.2048393,"1441 Eastlake Ave, Los Angeles, CA 90033, USA",90033
116,USC Verdugo Hills Hospital,34.2048286,-118.2157933,"1812 Verdugo Blvd, Glendale, CA 91208, USA",91208
117,Valley Presbyterian Hospital,34.1949204,-118.4640906,"15107 Vanowen St, Van Nuys, CA 91405, USA",91405
118,West Covina Medical Center,34.0713127,-117.9445103,"725 S Orange Ave, West Covina, CA 91790, USA",91790
119,West Hills Hospital & Medical Center,34.2027114,-118.6295184,"7300 Medical Center Dr, West Hills, CA 91307, USA",91307
120,Whittier Hospital Medical Center,33.9501491,-118.0039399,"9080 Colima Rd, Whittier, CA 90605, USA",90605
